"news,603986,938507290_1",0,10点半轮到半导体表演了,护盘无功，说出去丢人！,9921305820977540,2020-06-15 10:16:47,0,True
"news,603986,938506961_1",0,看看三安光电，人家减持2%都涨上来了,看看三安光电，人家减持2%都涨上来了,4547315538485262,2020-06-15 10:16:23,0,True
